iteration,no_cluster,frequent_term_set,cluster_candidate,support,doc_frequency,eo_formula,eo
5,16,{bukan},"{D20,D51,D57,D80,D105,D186,D208,D226,D289,D325,D352,D389,D405}",13,"f20=4, f51=8, f57=7, f80=8, f105=3, f186=2, f208=4, f226=3, f289=4, f325=4, f352=5, f389=7, f405=7",EO = ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/7)*LN(1/7)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/5)*LN(1/5)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)),4.140986
5,17,{bukti},"{D105,D141,D151,D240,D249,D285,D325,D357,D463,D479}",10,"f105=3, f141=1, f151=4, f240=4, f249=2, f285=2, f325=4, f357=9, f463=2, f479=8",EO = ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/9)*LN(1/9)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)),2.949712
5,18,{dunia},"{D5,D22,D36,D38,D70,D120,D177,D195,D208,D225,D251,D252,D264}",13,"f5=4, f22=3, f36=7, f38=9, f70=3, f120=4, f177=8, f195=3, f208=4, f225=1, f251=5, f252=8, f264=7",EO = ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/9)*LN(1/9)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/5)*LN(1/5)) + ((-1/8)*LN(1/8)) + ((-1/7)*LN(1/7)),3.780191
5,19,{gila},"{D72,D119,D150,D282,D291,D317,D345,D370,D425,D446,D482}",11,"f72=2, f119=1, f150=12, f282=2, f291=1, f317=2, f345=4, f370=8, f425=4, f446=3, f482=5",EO = ((-1/2)*LN(1/2)) + ((-1/12)*LN(1/12)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)),2.887965
5,20,{gojek},"{D117,D150,D163,D183,D216,D255,D258,D275,D278,D307,D316,D332,D386,D479}",14,"f117=7, f150=12, f163=11, f183=10, f216=8, f255=5, f258=4, f275=9, f278=7, f307=3, f316=4, f332=3, f386=2, f479=8",EO = ((-1/7)*LN(1/7)) + ((-1/12)*LN(1/12)) + ((-1/11)*LN(1/11)) + ((-1/10)*LN(1/10)) + ((-1/8)*LN(1/8)) + ((-1/5)*LN(1/5)) + ((-1/4)*LN(1/4)) + ((-1/9)*LN(1/9)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)),4.069312
5,21,{hakim},"{D18,D22,D43,D47,D53,D81,D88,D101,D116,D177,D195,D227,D297,D303,D389,D405,D454,D456}",18,"f18=2, f22=3, f43=11, f47=3, f53=8, f81=2, f88=6, f101=6, f116=2, f177=8, f195=3, f227=3, f297=6, f303=6, f389=7, f405=7, f454=8, f456=10",EO = ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/11)*LN(1/11)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/6)*LN(1/6)) + ((-1/6)*LN(1/6)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/6)*LN(1/6)) + ((-1/6)*LN(1/6)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/8)*LN(1/8)) + ((-1/10)*LN(1/10)),5.483057
5,22,{hancur},"{D129,D164,D206,D221,D222,D314,D320,D445}",8,"f129=3, f164=2, f206=2, f221=4, f222=4, f314=7, f320=4, f445=5",EO = ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/5)*LN(1/5)),2.698947
5,23,{hidup},"{D108,D122,D135,D138,D143,D197,D209,D252,D374,D479}",10,"f108=6, f122=2, f135=7, f138=3, f143=3, f197=2, f209=11, f252=8, f374=3, f479=8",EO = ((-1/6)*LN(1/6)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/11)*LN(1/11)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)),3.106224
5,24,{hukum},"{D8,D20,D35,D39,D46,D47,D59,D70,D72,D73,D115,D118,D121,D124,D136,D148,D166,D167,D170,D175,D182,D185,D200,D213,D221,D222,D252,D253,D257,D282,D314,D325,D335,D338,D345,D348,D352,D367,D370,D375,D378,D383,D389,D396,D398,D404,D405,D409,D422,D442,D459,D462,D482,D495}",54,"f8=2, f20=4, f35=4, f39=6, f46=4, f47=3, f59=6, f70=3, f72=2, f73=3, f115=1, f118=8, f121=5, f124=4, f136=3, f148=8, f166=4, f167=4, f170=9, f175=3, f182=5, f185=3, f200=5, f213=8, f221=4, f222=4, f252=8, f253=2, f257=5, f282=2, f314=7, f325=4, f335=2, f338=5, f345=4, f348=3, f352=5, f367=2, f370=8, f375=6, f378=2, f383=2, f389=7, f396=7, f398=2, f404=7, f405=7, f409=3, f422=4, f442=4, f459=2, f462=9, f482=5, f495=2",EO = ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/6)*LN(1/6)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/5)*LN(1/5)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/9)*LN(1/9)) + ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/5)*LN(1/5)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/5)*LN(1/5)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)) + ((-1/6)*LN(1/6)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/9)*LN(1/9)) + ((-1/5)*LN(1/5)) + ((-1/2)*LN(1/2)),17.227777
5,25,{indonesia},"{D6,D35,D93,D107,D129,D132,D136,D162,D172,D200,D227,D241,D259,D314,D340,D345,D358,D370,D374,D375,D426,D428,D442,D467,D479,D482,D485,D493}",28,"f6=5, f35=4, f93=5, f107=3, f129=3, f132=7, f136=3, f162=13, f172=7, f200=5, f227=3, f241=3, f259=3, f314=7, f340=3, f345=4, f358=2, f370=8, f374=3, f375=6, f426=2, f428=3, f442=4, f467=1, f479=8, f482=5, f485=2, f493=5",EO = ((-1/5)*LN(1/5)) + ((-1/4)*LN(1/4)) + ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/13)*LN(1/13)) + ((-1/7)*LN(1/7)) + ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/6)*LN(1/6)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/5)*LN(1/5)) + ((-1/2)*LN(1/2)) + ((-1/5)*LN(1/5)),8.834469
5,26,{jabat},"{D44,D45,D70,D80,D95,D97,D109,D150,D162,D163,D173,D250,D261,D263,D264,D293,D419,D456,D494}",19,"f44=8, f45=3, f70=3, f80=8, f95=15, f97=2, f109=3, f150=12, f162=13, f163=11, f173=11, f250=3, f261=4, f263=11, f264=7, f293=7, f419=7, f456=10, f494=4",EO = ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/15)*LN(1/15)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/12)*LN(1/12)) + ((-1/13)*LN(1/13)) + ((-1/11)*LN(1/11)) + ((-1/11)*LN(1/11)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/11)*LN(1/11)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/10)*LN(1/10)) + ((-1/4)*LN(1/4)),5.327505
5,27,{jadi},"{D31,D37,D38,D44,D45,D50,D65,D82,D83,D86,D95,D98,D106,D112,D117,D150,D155,D162,D171,D173,D178,D183,D201,D205,D209,D215,D216,D220,D244,D254,D255,D263,D268,D273,D275,D283,D293,D324,D327,D339,D354,D360,D369,D380,D382,D386,D391,D393,D402,D419,D423,D434,D464,D469,D475,D478,D483}",57,"f31=3, f37=12, f38=9, f44=8, f45=3, f50=4, f65=5, f82=4, f83=6, f86=2, f95=15, f98=7, f106=4, f112=11, f117=7, f150=12, f155=6, f162=13, f171=11, f173=11, f178=4, f183=10, f201=5, f205=1, f209=11, f215=4, f216=8, f220=10, f244=2, f254=7, f255=5, f263=11, f268=9, f273=9, f275=9, f283=4, f293=7, f324=4, f327=7, f339=8, f354=12, f360=9, f369=3, f380=8, f382=3, f386=2, f391=8, f393=7, f402=4, f419=7, f423=2, f434=5, f464=2, f469=3, f475=4, f478=4, f483=9",EO = ((-1/3)*LN(1/3)) + ((-1/12)*LN(1/12)) + ((-1/9)*LN(1/9)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/5)*LN(1/5)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/2)*LN(1/2)) + ((-1/15)*LN(1/15)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/11)*LN(1/11)) + ((-1/7)*LN(1/7)) + ((-1/12)*LN(1/12)) + ((-1/6)*LN(1/6)) + ((-1/13)*LN(1/13)) + ((-1/11)*LN(1/11)) + ((-1/11)*LN(1/11)) + ((-1/4)*LN(1/4)) + ((-1/10)*LN(1/10)) + ((-1/5)*LN(1/5)) + ((-1/11)*LN(1/11)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/10)*LN(1/10)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/5)*LN(1/5)) + ((-1/11)*LN(1/11)) + ((-1/9)*LN(1/9)) + ((-1/9)*LN(1/9)) + ((-1/9)*LN(1/9)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/8)*LN(1/8)) + ((-1/12)*LN(1/12)) + ((-1/9)*LN(1/9)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/5)*LN(1/5)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/9)*LN(1/9)),16.174342
5,28,{jahat},"{D4,D75,D95,D100,D102,D162,D170,D199,D318,D381,D391,D433,D446,D454,D456,D483}",16,"f4=1, f75=1, f95=15, f100=4, f102=1, f162=13, f170=9, f199=1, f318=4, f381=2, f391=8, f433=8, f446=3, f454=8, f456=10, f483=9",EO = ((-1/15)*LN(1/15)) + ((-1/4)*LN(1/4)) + ((-1/13)*LN(1/13)) + ((-1/9)*LN(1/9)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/10)*LN(1/10)) + ((-1/9)*LN(1/9)),3.282087
5,29,{jaksa},"{D47,D53,D116,D177,D236,D252,D308,D454,D456}",9,"f47=3, f53=8, f116=2, f177=8, f236=4, f252=8, f308=4, f454=8, f456=10",EO = ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/10)*LN(1/10)),2.675904
5,30,{jangan},"{D9,D28,D169,D251,D257,D258,D272,D300,D327,D344,D355,D387,D451,D456,D492}",15,"f9=1, f28=3, f169=1, f251=5, f257=5, f258=4, f272=6, f300=2, f327=7, f344=5, f355=1, f387=5, f451=8, f456=10, f492=4",EO = ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)) + ((-1/5)*LN(1/5)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/5)*LN(1/5)) + ((-1/5)*LN(1/5)) + ((-1/8)*LN(1/8)) + ((-1/10)*LN(1/10)) + ((-1/4)*LN(1/4)),3.760278
5,31,{jokowi},"{D13,D30,D32,D37,D42,D49,D58,D65,D77,D88,D121,D122,D138,D145,D147,D149,D150,D163,D176,D177,D188,D197,D198,D206,D220,D226,D246,D254,D256,D259,D262,D265,D271,D275,D279,D288,D289,D328,D342,D343,D344,D346,D354,D358,D362,D368,D376,D379,D380,D385,D392,D402,D424,D430,D433,D443,D444,D449,D458,D468,D481,D487}",62,"f13=2, f30=6, f32=6, f37=12, f42=3, f49=2, f58=5, f65=5, f77=5, f88=6, f121=5, f122=2, f138=3, f145=2, f147=4, f149=2, f150=12, f163=11, f176=7, f177=8, f188=3, f197=2, f198=4, f206=2, f220=10, f226=3, f246=1, f254=7, f256=3, f259=3, f262=7, f265=1, f271=2, f275=9, f279=4, f288=1, f289=4, f328=2, f342=1, f343=2, f344=5, f346=5, f354=12, f358=2, f362=2, f368=1, f376=2, f379=4, f380=8, f385=2, f392=4, f402=4, f424=3, f430=1, f433=8, f443=2, f444=4, f449=2, f458=1, f468=5, f481=1, f487=2",EO = ((-1/2)*LN(1/2)) + ((-1/6)*LN(1/6)) + ((-1/6)*LN(1/6)) + ((-1/12)*LN(1/12)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/5)*LN(1/5)) + ((-1/5)*LN(1/5)) + ((-1/5)*LN(1/5)) + ((-1/6)*LN(1/6)) + ((-1/5)*LN(1/5)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/12)*LN(1/12)) + ((-1/11)*LN(1/11)) + ((-1/7)*LN(1/7)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/10)*LN(1/10)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/9)*LN(1/9)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/5)*LN(1/5)) + ((-1/5)*LN(1/5)) + ((-1/12)*LN(1/12)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/5)*LN(1/5)) + ((-1/2)*LN(1/2)),17.304225
5,32,{jujur},"{D7,D44,D165,D273,D344,D361,D373,D391}",8,"f7=6, f44=8, f165=1, f273=9, f344=5, f361=3, f373=6, f391=8",EO = ((-1/6)*LN(1/6)) + ((-1/8)*LN(1/8)) + ((-1/9)*LN(1/9)) + ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)) + ((-1/6)*LN(1/6)) + ((-1/8)*LN(1/8)),2.049341
5,33,{kalau},"{D32,D53,D124,D154,D272,D330,D387,D404,D492}",9,"f32=6, f53=8, f124=4, f154=3, f272=6, f330=2, f387=5, f404=7, f492=4",EO = ((-1/6)*LN(1/6)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/6)*LN(1/6)) + ((-1/2)*LN(1/2)) + ((-1/5)*LN(1/5)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)),2.862983
5,34,{kan},"{D42,D44,D53,D227,D230,D242,D278,D296,D332,D464,D478}",11,"f42=3, f44=8, f53=8, f227=3, f230=3, f242=3, f278=7, f296=5, f332=3, f464=2, f478=4",EO = ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)),3.643903
5,35,{kerja},"{D6,D179,D209,D251,D320,D360,D405,D479}",8,"f6=5, f179=5, f209=11, f251=5, f320=4, f360=9, f405=7, f479=8",EO = ((-1/5)*LN(1/5)) + ((-1/5)*LN(1/5)) + ((-1/11)*LN(1/11)) + ((-1/5)*LN(1/5)) + ((-1/4)*LN(1/4)) + ((-1/9)*LN(1/9)) + ((-1/7)*LN(1/7)) + ((-1/8)*LN(1/8)),2.31228
5,36,{klo},"{D21,D61,D95,D118,D121,D146,D150,D160,D238,D336,D391}",11,"f21=7, f61=3, f95=15, f118=8, f121=5, f146=1, f150=12, f160=5, f238=4, f336=7, f391=8",EO = ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/15)*LN(1/15)) + ((-1/8)*LN(1/8)) + ((-1/5)*LN(1/5)) + ((-1/12)*LN(1/12)) + ((-1/5)*LN(1/5)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/8)*LN(1/8)),2.82
5,37,{kok},"{D104,D134,D160,D171,D179,D216,D220,D254,D275,D301,D347,D369}",12,"f104=3, f134=4, f160=5, f171=11, f179=5, f216=8, f220=10, f254=7, f275=9, f301=2, f347=4, f369=3",EO = ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/5)*LN(1/5)) + ((-1/11)*LN(1/11)) + ((-1/5)*LN(1/5)) + ((-1/8)*LN(1/8)) + ((-1/10)*LN(1/10)) + ((-1/7)*LN(1/7)) + ((-1/9)*LN(1/9)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)),3.646207
5,38,{konoha},"{D5,D57,D63,D90,D139,D183,D215,D273,D331,D337,D378}",11,"f5=4, f57=7, f63=2, f90=1, f139=2, f183=10, f215=4, f273=9, f331=2, f337=1, f378=2",EO = ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/10)*LN(1/10)) + ((-1/4)*LN(1/4)) + ((-1/9)*LN(1/9)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)),2.831823
5,39,{korban},"{D30,D37,D49,D62,D79,D145,D210,D292,D385,D391,D423,D425,D441,D461,D484}",15,"f30=6, f37=12, f49=2, f62=7, f79=1, f145=2, f210=2, f292=3, f385=2, f391=8, f423=2, f425=4, f441=1, f461=1, f484=4",EO = ((-1/6)*LN(1/6)) + ((-1/12)*LN(1/12)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)),3.835839
5,40,{korupsi},"{D8,D28,D33,D51,D53,D80,D104,D105,D123,D148,D162,D166,D177,D185,D256,D298,D301,D304,D348,D373,D406,D480,D492,D494}",24,"f8=2, f28=3, f33=1, f51=8, f53=8, f80=8, f104=3, f105=3, f123=3, f148=8, f162=13, f166=4, f177=8, f185=3, f256=3, f298=8, f301=2, f304=8, f348=3, f373=6, f406=7, f480=1, f492=4, f494=4",EO = ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/8)*LN(1/8)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/13)*LN(1/13)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/6)*LN(1/6)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)),6.889726
5,41,{koruptor},"{D6,D30,D67,D123,D172,D175,D209,D229,D321,D360,D411,D421,D437,D438,D462,D496,D498,D499}",18,"f6=5, f30=6, f67=3, f123=3, f172=7, f175=3, f209=11, f229=2, f321=1, f360=9, f411=3, f421=1, f437=2, f438=3, f462=9, f496=1, f498=1, f499=2",EO = ((-1/5)*LN(1/5)) + ((-1/6)*LN(1/6)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/11)*LN(1/11)) + ((-1/2)*LN(1/2)) + ((-1/9)*LN(1/9)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/9)*LN(1/9)) + ((-1/2)*LN(1/2)),4.475505
5,42,{kuasa},"{D12,D88,D107,D120,D163,D191,D266,D466,D486}",9,"f12=3, f88=6, f107=3, f120=4, f163=11, f191=5, f266=4, f466=8, f486=4",EO = ((-1/3)*LN(1/3)) + ((-1/6)*LN(1/6)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/11)*LN(1/11)) + ((-1/5)*LN(1/5)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)),2.870564
5,43,{lah},"{D87,D139,D144,D212,D273,D275,D278,D304,D375,D383,D408}",11,"f87=1, f139=2, f144=1, f212=2, f273=9, f275=9, f278=7, f304=8, f375=6, f383=2, f408=7",EO = ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/9)*LN(1/9)) + ((-1/9)*LN(1/9)) + ((-1/7)*LN(1/7)) + ((-1/8)*LN(1/8)) + ((-1/6)*LN(1/6)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)),2.642524
5,44,{laku},"{D89,D191,D239,D245,D297,D357,D389,D447}",8,"f89=6, f191=5, f239=8, f245=4, f297=6, f357=9, f389=7, f447=3",EO = ((-1/6)*LN(1/6)) + ((-1/5)*LN(1/5)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/9)*LN(1/9)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)),2.413972
5,45,{lebih},"{D12,D34,D48,D101,D148,D170,D182,D236,D341,D433,D434}",11,"f12=3, f34=4, f48=9, f101=6, f148=8, f170=9, f182=5, f236=4, f341=6, f433=8, f434=5",EO = ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/9)*LN(1/9)) + ((-1/6)*LN(1/6)) + ((-1/8)*LN(1/8)) + ((-1/9)*LN(1/9)) + ((-1/5)*LN(1/5)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/8)*LN(1/8)) + ((-1/5)*LN(1/5)),3.308512
5,46,{makanya},"{D44,D95,D112,D157,D209,D255,D257,D300,D364,D393,D408,D413}",12,"f44=8, f95=15, f112=11, f157=1, f209=11, f255=5, f257=5, f300=2, f364=4, f393=7, f408=7, f413=5",EO = ((-1/8)*LN(1/8)) + ((-1/15)*LN(1/15)) + ((-1/11)*LN(1/11)) + ((-1/11)*LN(1/11)) + ((-1/5)*LN(1/5)) + ((-1/5)*LN(1/5)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/5)*LN(1/5)),3.091232
5,47,{malah},"{D82,D150,D262,D272,D273,D285,D393,D406,D411,D425}",10,"f82=4, f150=12, f262=7, f272=6, f273=9, f285=2, f393=7, f406=7, f411=3, f425=4",EO = ((-1/4)*LN(1/4)) + ((-1/12)*LN(1/12)) + ((-1/7)*LN(1/7)) + ((-1/6)*LN(1/6)) + ((-1/9)*LN(1/9)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)),2.989725
5,48,{maling},"{D281,D304,D325,D333,D343,D364,D393,D427,D431,D463}",10,"f281=2, f304=8, f325=4, f333=2, f343=2, f364=4, f393=7, f427=2, f431=1, f463=2",EO = ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)),2.963932
